id,issue_id,assigned_to_solver_id,assigned_by_supervisor_id,due_date,status,created_at,updated_at
6796,7147,9,2,2023-03-26 18:06:09.000000+00,COMPLETED,2023-03-19 18:06:09.000000+00,2023-03-21 12:06:09.000000+00
6797,7148,6,2,2024-03-12 13:54:23.000000+00,REOPENED,2024-03-07 13:54:23.000000+00,2024-03-09 17:54:23.000000+00
6798,7149,10,1,2023-01-28 12:09:17.000000+00,REOPENED,2023-01-15 12:09:17.000000+00,2023-01-15 23:09:17.000000+00
6799,7150,10,1,2022-03-15 04:09:07.000000+00,REOPENED,2022-03-07 04:09:07.000000+00,2022-03-08 21:09:07.000000+00
6800,7151,7,1,2025-07-30 18:27:40.000000+00,REOPENED,2025-07-23 18:27:40.000000+00,2025-07-25 13:27:40.000000+00
6801,7151,10,1,2025-08-01 18:27:40.000000+00,ACTIVE,2025-07-25 16:27:40.000000+00,2025-07-28 13:27:40.000000+00
6802,7152,10,3,2025-05-09 12:28:38.000000+00,REOPENED,2025-04-22 12:28:38.000000+00,2025-04-24 22:28:38.000000+00
6803,7153,9,1,2024-11-20 14:16:52.000000+00,REOPENED,2024-11-10 14:16:52.000000+00,2024-11-13 08:16:52.000000+00
6804,7154,10,1,2022-03-24 07:29:41.000000+00,COMPLETED,2022-03-20 07:29:41.000000+00,2022-03-20 10:29:41.000000+00
6805,7155,9,2,2023-03-08 08:14:57.000000+00,ACTIVE,2023-02-26 08:14:57.000000+00,2023-03-01 01:14:57.000000+00
6806,7156,10,1,2023-05-04 13:52:46.000000+00,ACTIVE,2023-04-29 13:52:46.000000+00,2023-05-02 12:52:46.000000+00
6807,7157,10,2,2023-02-04 10:36:32.000000+00,ACTIVE,2023-01-26 10:36:32.000000+00,2023-01-29 10:36:32.000000+00
6808,7158,7,2,2025-08-20 12:31:47.000000+00,ACTIVE,2025-08-13 12:31:47.000000+00,2025-08-14 23:31:47.000000+00
6809,7159,7,1,2024-02-18 08:37:59.000000+00,COMPLETED,2024-02-10 08:37:59.000000+00,2024-02-10 14:37:59.000000+00
6810,7160,10,2,2024-06-09 11:28:18.000000+00,REOPENED,2024-06-05 11:28:18.000000+00,2024-06-07 18:28:18.000000+00
6811,7161,10,3,2024-06-09 09:06:25.000000+00,COMPLETED,2024-05-30 09:06:25.000000+00,2024-05-31 01:06:25.000000+00
6812,7162,6,2,2022-10-09 12:49:58.000000+00,ACTIVE,2022-09-30 12:49:58.000000+00,2022-10-03 12:49:58.000000+00
6813,7163,6,3,2023-12-06 12:52:13.000000+00,COMPLETED,2023-11-22 12:52:13.000000+00,2023-11-25 03:52:13.000000+00
6814,7164,8,1,2024-09-20 08:38:50.000000+00,COMPLETED,2024-09-15 08:38:50.000000+00,2024-09-16 01:38:50.000000+00
6815,7165,10,3,2025-09-05 16:42:03.000000+00,COMPLETED,2025-08-31 16:42:03.000000+00,2025-09-01 00:42:03.000000+00
6816,7166,10,1,2024-06-21 15:06:02.000000+00,ACTIVE,2024-06-07 15:06:02.000000+00,2024-06-09 06:06:02.000000+00
6817,7167,10,2,2024-07-13 06:31:35.000000+00,REOPENED,2024-06-30 06:31:35.000000+00,2024-07-03 04:31:35.000000+00
6818,7168,9,3,2025-05-15 09:37:28.000000+00,ACTIVE,2025-04-25 09:37:28.000000+00,2025-04-26 17:37:28.000000+00
6819,7169,9,2,2022-05-27 10:13:51.000000+00,COMPLETED,2022-05-18 10:13:51.000000+00,2022-05-18 19:13:51.000000+00
6820,7170,6,1,2023-01-12 13:32:19.000000+00,COMPLETED,2022-12-31 13:32:19.000000+00,2023-01-01 23:32:19.000000+00
6821,7171,9,1,2022-11-29 03:44:35.000000+00,REOPENED,2022-11-21 03:44:35.000000+00,2022-11-21 05:44:35.000000+00
6822,7171,9,1,2022-12-01 03:44:35.000000+00,ACTIVE,2022-11-22 15:44:35.000000+00,2022-11-25 04:44:35.000000+00
6823,7172,10,2,2025-01-04 16:43:31.000000+00,REOPENED,2024-12-31 16:43:31.000000+00,2025-01-01 08:43:31.000000+00
6824,7173,6,1,2024-01-16 16:55:40.000000+00,ACTIVE,2024-01-02 16:55:40.000000+00,2024-01-05 05:55:40.000000+00
6825,7174,8,3,2025-01-09 11:49:53.000000+00,ACTIVE,2024-12-23 11:49:53.000000+00,2024-12-23 21:49:53.000000+00
6826,7175,8,1,2022-08-29 06:03:31.000000+00,COMPLETED,2022-08-22 06:03:31.000000+00,2022-08-22 14:03:31.000000+00
6827,7176,9,1,2023-02-07 14:15:47.000000+00,ACTIVE,2023-01-27 14:15:47.000000+00,2023-01-29 18:15:47.000000+00
6828,7177,7,2,2022-01-16 09:35:26.000000+00,ACTIVE,2022-01-11 09:35:26.000000+00,2022-01-11 18:35:26.000000+00
6829,7178,6,1,2023-11-18 18:03:53.000000+00,COMPLETED,2023-11-05 18:03:53.000000+00,2023-11-06 16:03:53.000000+00
6830,7179,10,2,2024-03-19 00:22:54.000000+00,REOPENED,2024-03-15 00:22:54.000000+00,2024-03-17 00:22:54.000000+00
6831,7180,10,3,2023-05-27 09:57:15.000000+00,ACTIVE,2023-05-06 09:57:15.000000+00,2023-05-06 12:57:15.000000+00
6832,7181,10,1,2025-08-01 13:33:53.000000+00,REOPENED,2025-07-24 13:33:53.000000+00,2025-07-27 01:33:53.000000+00
6833,7182,10,1,2024-08-19 09:15:17.000000+00,COMPLETED,2024-08-03 09:15:17.000000+00,2024-08-03 11:15:17.000000+00
6834,7183,10,1,2024-11-11 15:34:20.000000+00,ACTIVE,2024-11-03 15:34:20.000000+00,2024-11-03 18:34:20.000000+00
6835,7184,7,1,2025-11-14 15:24:13.000000+00,ACTIVE,2025-10-25 15:24:13.000000+00,2025-10-28 06:24:13.000000+00
6836,7185,6,1,2024-03-15 17:23:41.000000+00,REOPENED,2024-03-02 17:23:41.000000+00,2024-03-05 03:23:41.000000+00
6837,7186,9,3,2025-06-21 01:25:14.000000+00,COMPLETED,2025-06-07 01:25:14.000000+00,2025-06-07 21:25:14.000000+00
6838,7188,10,3,2023-11-15 17:06:34.000000+00,COMPLETED,2023-11-10 17:06:34.000000+00,2023-11-11 17:06:34.000000+00
6839,7189,8,1,2023-07-21 12:42:29.000000+00,REOPENED,2023-07-05 12:42:29.000000+00,2023-07-06 08:42:29.000000+00
6840,7190,10,1,2022-12-19 17:07:23.000000+00,COMPLETED,2022-12-04 17:07:23.000000+00,2022-12-07 02:07:23.000000+00
6841,7191,9,2,2025-03-15 09:46:49.000000+00,REOPENED,2025-03-07 09:46:49.000000+00,2025-03-08 18:46:49.000000+00
6842,7192,10,2,2022-11-14 10:20:35.000000+00,ACTIVE,2022-11-03 10:20:35.000000+00,2022-11-03 12:20:35.000000+00
6843,7193,9,3,2023-01-28 00:38:33.000000+00,COMPLETED,2023-01-22 00:38:33.000000+00,2023-01-23 03:38:33.000000+00
6844,7194,7,1,2022-10-15 10:49:12.000000+00,COMPLETED,2022-10-02 10:49:12.000000+00,2022-10-05 08:49:12.000000+00
6845,7195,6,1,2024-04-12 10:03:08.000000+00,REOPENED,2024-04-03 10:03:08.000000+00,2024-04-05 22:03:08.000000+00
6846,7196,6,2,2022-02-04 12:35:42.000000+00,COMPLETED,2022-01-19 12:35:42.000000+00,2022-01-20 13:35:42.000000+00
6847,7197,9,1,2026-01-05 18:58:07.000000+00,COMPLETED,2025-12-30 18:58:07.000000+00,2025-12-31 18:58:07.000000+00
6848,7198,8,3,2024-06-11 11:03:55.000000+00,ACTIVE,2024-05-25 11:03:55.000000+00,2024-05-28 07:03:55.000000+00
6849,7199,8,1,2023-11-28 12:52:11.000000+00,ACTIVE,2023-11-18 12:52:11.000000+00,2023-11-19 05:52:11.000000+00
6850,7200,7,2,2022-04-14 14:55:38.000000+00,REOPENED,2022-03-24 14:55:38.000000+00,2022-03-27 02:55:38.000000+00
6851,7201,8,3,2023-05-31 18:32:33.000000+00,REOPENED,2023-05-18 18:32:33.000000+00,2023-05-20 23:32:33.000000+00
6852,7202,9,3,2023-03-28 21:30:53.000000+00,COMPLETED,2023-03-17 21:30:53.000000+00,2023-03-20 15:30:53.000000+00
6853,7203,10,3,2025-10-03 08:11:17.000000+00,COMPLETED,2025-09-24 08:11:17.000000+00,2025-09-26 00:11:17.000000+00
6854,7204,10,2,2024-09-11 11:20:14.000000+00,REOPENED,2024-09-04 11:20:14.000000+00,2024-09-07 03:20:14.000000+00
6855,7204,7,2,2024-09-13 11:20:14.000000+00,ACTIVE,2024-09-06 16:20:14.000000+00,2024-09-08 04:20:14.000000+00
6856,7205,10,2,2023-07-23 13:35:24.000000+00,COMPLETED,2023-07-16 13:35:24.000000+00,2023-07-17 06:35:24.000000+00
6857,7207,9,1,2025-03-08 11:58:15.000000+00,COMPLETED,2025-02-22 11:58:15.000000+00,2025-02-24 20:58:15.000000+00
6858,7209,9,2,2024-01-13 14:08:57.000000+00,ACTIVE,2024-01-09 14:08:57.000000+00,2024-01-11 18:08:57.000000+00
6859,7210,10,2,2025-03-14 18:19:21.000000+00,COMPLETED,2025-03-04 18:19:21.000000+00,2025-03-07 00:19:21.000000+00
6860,7211,9,1,2022-01-19 15:40:41.000000+00,COMPLETED,2022-01-12 15:40:41.000000+00,2022-01-15 05:40:41.000000+00
6861,7212,8,3,2025-02-16 20:00:04.000000+00,REOPENED,2025-02-02 20:00:04.000000+00,2025-02-05 11:00:04.000000+00
6862,7213,9,1,2024-07-24 09:32:15.000000+00,ACTIVE,2024-07-04 09:32:15.000000+00,2024-07-06 10:32:15.000000+00
6863,7214,9,3,2023-01-26 16:46:28.000000+00,COMPLETED,2023-01-11 16:46:28.000000+00,2023-01-12 10:46:28.000000+00
6864,7215,6,1,2025-01-20 18:25:28.000000+00,ACTIVE,2025-01-06 18:25:28.000000+00,2025-01-07 16:25:28.000000+00
6865,7216,10,2,2022-03-19 11:12:10.000000+00,ACTIVE,2022-03-07 11:12:10.000000+00,2022-03-10 02:12:10.000000+00
6866,7217,6,2,2025-06-30 15:57:02.000000+00,COMPLETED,2025-06-21 15:57:02.000000+00,2025-06-23 04:57:02.000000+00
6867,7218,10,2,2022-03-31 11:45:31.000000+00,ACTIVE,2022-03-26 11:45:31.000000+00,2022-03-28 11:45:31.000000+00
6868,7219,9,3,2024-03-10 16:30:32.000000+00,REOPENED,2024-02-29 16:30:32.000000+00,2024-03-01 05:30:32.000000+00
6869,7220,10,1,2025-11-01 18:07:16.000000+00,REOPENED,2025-10-11 18:07:16.000000+00,2025-10-12 18:07:16.000000+00
6870,7222,10,1,2024-09-08 12:01:20.000000+00,COMPLETED,2024-09-04 12:01:20.000000+00,2024-09-05 00:01:20.000000+00
6871,7224,8,3,2025-11-05 06:17:07.000000+00,ACTIVE,2025-10-24 06:17:07.000000+00,2025-10-24 17:17:07.000000+00
6872,7225,6,2,2023-11-27 11:10:45.000000+00,REOPENED,2023-11-22 11:10:45.000000+00,2023-11-24 14:10:45.000000+00
6873,7226,10,1,2025-01-27 16:20:41.000000+00,REOPENED,2025-01-13 16:20:41.000000+00,2025-01-16 05:20:41.000000+00
6874,7227,8,3,2024-09-25 14:35:03.000000+00,ACTIVE,2024-09-18 14:35:03.000000+00,2024-09-21 13:35:03.000000+00
6875,7229,9,1,2025-12-07 17:50:58.000000+00,ACTIVE,2025-11-29 17:50:58.000000+00,2025-12-01 04:50:58.000000+00
6876,7230,10,1,2024-10-12 12:19:16.000000+00,COMPLETED,2024-09-30 12:19:16.000000+00,2024-09-30 16:19:16.000000+00
6877,7231,6,3,2022-11-19 16:31:14.000000+00,COMPLETED,2022-11-11 16:31:14.000000+00,2022-11-14 01:31:14.000000+00
6878,7232,9,3,2025-01-15 11:58:04.000000+00,ACTIVE,2025-01-07 11:58:04.000000+00,2025-01-08 17:58:04.000000+00
6879,7233,10,1,2025-04-12 17:52:13.000000+00,COMPLETED,2025-04-04 17:52:13.000000+00,2025-04-07 08:52:13.000000+00
6880,7234,8,3,2022-07-07 18:35:33.000000+00,COMPLETED,2022-06-30 18:35:33.000000+00,2022-07-03 17:35:33.000000+00
6881,7235,6,2,2023-10-26 18:32:25.000000+00,COMPLETED,2023-10-19 18:32:25.000000+00,2023-10-22 05:32:25.000000+00
6882,7236,9,3,2024-08-19 17:38:24.000000+00,COMPLETED,2024-08-10 17:38:24.000000+00,2024-08-13 13:38:24.000000+00
6883,7237,9,2,2025-09-05 13:27:42.000000+00,REOPENED,2025-08-20 13:27:42.000000+00,2025-08-20 23:27:42.000000+00
6884,7237,9,2,2025-09-07 13:27:42.000000+00,ACTIVE,2025-08-22 14:27:42.000000+00,2025-08-25 01:27:42.000000+00
6885,7238,9,1,2022-04-24 08:26:12.000000+00,ACTIVE,2022-04-04 08:26:12.000000+00,2022-04-07 08:26:12.000000+00
6886,7239,8,1,2023-05-22 09:32:25.000000+00,REOPENED,2023-05-14 09:32:25.000000+00,2023-05-15 02:32:25.000000+00
6887,7241,9,1,2023-04-17 18:58:05.000000+00,REOPENED,2023-04-06 18:58:05.000000+00,2023-04-08 22:58:05.000000+00
6888,7241,9,1,2023-04-19 18:58:05.000000+00,ACTIVE,2023-04-08 22:58:05.000000+00,2023-04-10 13:58:05.000000+00
6889,7242,6,3,2024-04-11 15:36:35.000000+00,ACTIVE,2024-04-01 15:36:35.000000+00,2024-04-03 09:36:35.000000+00
6890,7243,8,3,2022-10-26 06:39:00.000000+00,ACTIVE,2022-10-16 06:39:00.000000+00,2022-10-17 00:39:00.000000+00
6891,7244,8,1,2022-06-15 10:20:46.000000+00,ACTIVE,2022-06-10 10:20:46.000000+00,2022-06-10 22:20:46.000000+00
6892,7245,7,1,2024-11-25 12:04:50.000000+00,REOPENED,2024-11-13 12:04:50.000000+00,2024-11-13 14:04:50.000000+00
6893,7246,8,1,2023-11-28 14:25:52.000000+00,COMPLETED,2023-11-19 14:25:52.000000+00,2023-11-20 05:25:52.000000+00
6894,7247,6,1,2022-06-26 10:25:22.000000+00,REOPENED,2022-06-18 10:25:22.000000+00,2022-06-20 01:25:22.000000+00
6895,7248,10,2,2022-03-27 15:57:23.000000+00,COMPLETED,2022-03-20 15:57:23.000000+00,2022-03-20 23:57:23.000000+00
6896,7249,8,2,2024-03-22 13:02:07.000000+00,REOPENED,2024-03-08 13:02:07.000000+00,2024-03-11 03:02:07.000000+00
6897,7250,10,1,2024-12-16 09:48:20.000000+00,ACTIVE,2024-12-08 09:48:20.000000+00,2024-12-10 04:48:20.000000+00
6898,7251,6,1,2024-03-21 09:17:41.000000+00,COMPLETED,2024-03-12 09:17:41.000000+00,2024-03-14 20:17:41.000000+00
6899,7252,10,2,2022-06-15 11:56:33.000000+00,ACTIVE,2022-06-06 11:56:33.000000+00,2022-06-07 09:56:33.000000+00
6900,7253,10,3,2024-12-20 18:34:35.000000+00,ACTIVE,2024-12-09 18:34:35.000000+00,2024-12-11 17:34:35.000000+00
6901,7254,8,3,2025-07-10 17:39:34.000000+00,COMPLETED,2025-07-07 17:39:34.000000+00,2025-07-08 16:39:34.000000+00
6902,7255,8,2,2025-08-11 10:34:21.000000+00,COMPLETED,2025-08-05 10:34:21.000000+00,2025-08-07 23:34:21.000000+00
6903,7256,8,2,2024-12-15 15:57:31.000000+00,COMPLETED,2024-11-29 15:57:31.000000+00,2024-12-02 10:57:31.000000+00
6904,7257,10,2,2023-01-24 18:40:54.000000+00,REOPENED,2023-01-14 18:40:54.000000+00,2023-01-15 16:40:54.000000+00
6905,7258,7,2,2025-03-28 11:14:35.000000+00,COMPLETED,2025-03-17 11:14:35.000000+00,2025-03-19 01:14:35.000000+00
6906,7259,9,1,2023-03-06 09:30:35.000000+00,COMPLETED,2023-02-27 09:30:35.000000+00,2023-02-27 12:30:35.000000+00
6907,7260,9,1,2024-10-24 18:35:49.000000+00,COMPLETED,2024-10-18 18:35:49.000000+00,2024-10-20 22:35:49.000000+00
6908,7261,7,2,2022-03-26 11:39:56.000000+00,REOPENED,2022-03-16 11:39:56.000000+00,2022-03-18 05:39:56.000000+00
6909,7262,8,1,2022-01-21 14:30:53.000000+00,COMPLETED,2022-01-17 14:30:53.000000+00,2022-01-19 04:30:53.000000+00
6910,7263,9,1,2023-02-21 22:09:09.000000+00,ACTIVE,2023-02-11 22:09:09.000000+00,2023-02-14 16:09:09.000000+00
6911,7264,6,1,2022-09-12 21:05:50.000000+00,ACTIVE,2022-09-09 21:05:50.000000+00,2022-09-12 11:05:50.000000+00
6912,7265,6,1,2023-06-18 12:40:19.000000+00,ACTIVE,2023-06-15 12:40:19.000000+00,2023-06-18 00:40:19.000000+00
6913,7266,6,3,2022-03-08 13:47:31.000000+00,ACTIVE,2022-02-27 13:47:31.000000+00,2022-02-27 14:47:31.000000+00
6914,7267,10,1,2024-09-01 12:50:54.000000+00,COMPLETED,2024-08-19 12:50:54.000000+00,2024-08-20 07:50:54.000000+00
6915,7268,7,2,2024-10-19 18:30:58.000000+00,COMPLETED,2024-09-28 18:30:58.000000+00,2024-10-01 06:30:58.000000+00
6916,7269,8,1,2025-04-02 18:30:53.000000+00,REOPENED,2025-03-21 18:30:53.000000+00,2025-03-24 06:30:53.000000+00
6917,7270,8,3,2025-09-04 15:10:33.000000+00,COMPLETED,2025-08-29 15:10:33.000000+00,2025-08-31 22:10:33.000000+00
6918,7271,10,2,2025-06-30 19:08:10.000000+00,COMPLETED,2025-06-21 19:08:10.000000+00,2025-06-22 08:08:10.000000+00
6919,7272,10,1,2023-03-12 18:52:15.000000+00,ACTIVE,2023-02-24 18:52:15.000000+00,2023-02-24 20:52:15.000000+00
6920,7273,7,1,2022-06-18 14:55:36.000000+00,ACTIVE,2022-06-09 14:55:36.000000+00,2022-06-10 02:55:36.000000+00
6921,7274,9,2,2024-12-27 12:52:17.000000+00,COMPLETED,2024-12-18 12:52:17.000000+00,2024-12-20 08:52:17.000000+00
6922,7276,9,3,2023-10-27 16:15:50.000000+00,ACTIVE,2023-10-24 16:15:50.000000+00,2023-10-26 02:15:50.000000+00
6923,7277,10,2,2023-05-16 14:47:18.000000+00,COMPLETED,2023-05-11 14:47:18.000000+00,2023-05-12 16:47:18.000000+00
6924,7278,8,2,2026-01-11 16:25:44.000000+00,COMPLETED,2025-12-25 16:25:44.000000+00,2025-12-27 14:25:44.000000+00
6925,7279,10,2,2025-03-24 10:40:09.000000+00,ACTIVE,2025-03-16 10:40:09.000000+00,2025-03-17 08:40:09.000000+00
6926,7280,9,2,2023-05-25 14:02:20.000000+00,COMPLETED,2023-05-20 14:02:20.000000+00,2023-05-21 16:02:20.000000+00
6927,7281,6,2,2025-06-09 00:39:34.000000+00,ACTIVE,2025-05-26 00:39:34.000000+00,2025-05-28 03:39:34.000000+00
6928,7282,7,2,2023-03-02 07:41:27.000000+00,ACTIVE,2023-02-16 07:41:27.000000+00,2023-02-17 16:41:27.000000+00
6929,7283,9,1,2022-03-25 13:04:20.000000+00,ACTIVE,2022-03-13 13:04:20.000000+00,2022-03-16 07:04:20.000000+00
6930,7285,10,3,2023-06-06 18:02:40.000000+00,COMPLETED,2023-05-21 18:02:40.000000+00,2023-05-24 07:02:40.000000+00
6931,7286,8,1,2023-03-19 09:37:53.000000+00,COMPLETED,2023-03-14 09:37:53.000000+00,2023-03-16 14:37:53.000000+00
6932,7287,10,2,2024-11-22 09:30:26.000000+00,COMPLETED,2024-11-11 09:30:26.000000+00,2024-11-12 12:30:26.000000+00
6933,7288,8,1,2023-07-19 15:44:44.000000+00,ACTIVE,2023-07-09 15:44:44.000000+00,2023-07-12 13:44:44.000000+00
6934,7289,10,2,2024-05-08 19:57:58.000000+00,COMPLETED,2024-04-24 19:57:58.000000+00,2024-04-27 16:57:58.000000+00
6935,7290,10,1,2023-02-06 15:24:03.000000+00,COMPLETED,2023-01-24 15:24:03.000000+00,2023-01-25 02:24:03.000000+00
6936,7291,9,2,2024-03-31 15:49:18.000000+00,ACTIVE,2024-03-17 15:49:18.000000+00,2024-03-18 19:49:18.000000+00
6937,7292,7,2,2024-06-17 11:55:47.000000+00,COMPLETED,2024-05-29 11:55:47.000000+00,2024-05-30 22:55:47.000000+00
6938,7293,6,2,2024-06-23 08:17:06.000000+00,ACTIVE,2024-06-15 08:17:06.000000+00,2024-06-17 18:17:06.000000+00
6939,7295,7,1,2022-04-04 15:15:47.000000+00,ACTIVE,2022-03-21 15:15:47.000000+00,2022-03-24 01:15:47.000000+00
6940,7296,7,1,2023-05-29 12:14:40.000000+00,COMPLETED,2023-05-18 12:14:40.000000+00,2023-05-20 18:14:40.000000+00
6941,7297,9,2,2024-11-13 12:37:37.000000+00,REOPENED,2024-11-07 12:37:37.000000+00,2024-11-08 09:37:37.000000+00
6942,7300,6,3,2022-10-27 23:09:12.000000+00,COMPLETED,2022-10-12 23:09:12.000000+00,2022-10-14 15:09:12.000000+00
6943,7301,6,3,2025-09-15 10:45:31.000000+00,ACTIVE,2025-09-10 10:45:31.000000+00,2025-09-11 00:45:31.000000+00
6944,7302,6,2,2025-12-31 13:18:33.000000+00,ACTIVE,2025-12-25 13:18:33.000000+00,2025-12-26 04:18:33.000000+00
6945,7303,8,3,2025-09-22 19:25:27.000000+00,ACTIVE,2025-09-16 19:25:27.000000+00,2025-09-17 04:25:27.000000+00
6946,7304,9,3,2022-04-19 10:06:33.000000+00,COMPLETED,2022-04-04 10:06:33.000000+00,2022-04-05 10:06:33.000000+00
6947,7305,10,2,2023-11-12 08:44:03.000000+00,COMPLETED,2023-11-04 08:44:03.000000+00,2023-11-07 07:44:03.000000+00
6948,7306,6,1,2024-11-13 11:32:37.000000+00,ACTIVE,2024-11-06 11:32:37.000000+00,2024-11-08 13:32:37.000000+00
6949,7307,8,2,2022-07-22 09:57:03.000000+00,REOPENED,2022-07-18 09:57:03.000000+00,2022-07-20 05:57:03.000000+00
6950,7308,8,1,2022-03-19 15:30:57.000000+00,ACTIVE,2022-03-01 15:30:57.000000+00,2022-03-04 04:30:57.000000+00
6951,7309,9,3,2024-09-27 13:28:12.000000+00,COMPLETED,2024-09-22 13:28:12.000000+00,2024-09-24 07:28:12.000000+00
6952,7310,9,2,2025-10-11 12:21:11.000000+00,ACTIVE,2025-09-27 12:21:11.000000+00,2025-09-27 19:21:11.000000+00
6953,7311,6,3,2025-02-20 14:37:54.000000+00,REOPENED,2025-02-08 14:37:54.000000+00,2025-02-09 21:37:54.000000+00
6954,7312,9,3,2024-05-04 11:41:45.000000+00,REOPENED,2024-04-28 11:41:45.000000+00,2024-04-29 20:41:45.000000+00
6955,7313,6,3,2023-12-07 16:33:26.000000+00,COMPLETED,2023-11-27 16:33:26.000000+00,2023-11-30 16:33:26.000000+00
6956,7314,9,3,2023-06-15 14:41:22.000000+00,REOPENED,2023-05-25 14:41:22.000000+00,2023-05-27 07:41:22.000000+00
6957,7314,9,3,2023-06-17 14:41:22.000000+00,ACTIVE,2023-05-28 06:41:22.000000+00,2023-05-29 22:41:22.000000+00
6958,7315,7,3,2025-06-15 14:35:35.000000+00,ACTIVE,2025-06-06 14:35:35.000000+00,2025-06-06 16:35:35.000000+00
6959,7316,6,1,2024-10-20 15:07:39.000000+00,ACTIVE,2024-10-07 15:07:39.000000+00,2024-10-07 18:07:39.000000+00
6960,7317,10,2,2025-08-19 09:18:27.000000+00,COMPLETED,2025-08-10 09:18:27.000000+00,2025-08-10 10:18:27.000000+00
6961,7319,8,2,2022-01-19 10:35:38.000000+00,ACTIVE,2022-01-05 10:35:38.000000+00,2022-01-05 13:35:38.000000+00
6962,7320,6,2,2024-07-31 17:10:47.000000+00,REOPENED,2024-07-18 17:10:47.000000+00,2024-07-20 11:10:47.000000+00
6963,7322,6,1,2024-05-03 14:32:46.000000+00,ACTIVE,2024-04-20 14:32:46.000000+00,2024-04-20 16:32:46.000000+00
6964,7323,6,3,2024-10-07 14:57:13.000000+00,REOPENED,2024-09-30 14:57:13.000000+00,2024-10-03 06:57:13.000000+00
6965,7324,9,2,2022-02-21 09:36:25.000000+00,COMPLETED,2022-02-09 09:36:25.000000+00,2022-02-10 19:36:25.000000+00
6966,7325,9,1,2024-09-02 11:04:08.000000+00,ACTIVE,2024-08-18 11:04:08.000000+00,2024-08-18 19:04:08.000000+00
6967,7326,9,1,2024-10-20 12:58:19.000000+00,COMPLETED,2024-10-10 12:58:19.000000+00,2024-10-11 00:58:19.000000+00
6968,7327,8,3,2023-04-02 14:15:58.000000+00,COMPLETED,2023-03-18 14:15:58.000000+00,2023-03-19 04:15:58.000000+00
6969,7328,8,3,2025-01-28 12:50:30.000000+00,ACTIVE,2025-01-21 12:50:30.000000+00,2025-01-24 04:50:30.000000+00
6970,7329,6,1,2023-12-01 10:37:59.000000+00,COMPLETED,2023-11-18 10:37:59.000000+00,2023-11-20 10:37:59.000000+00
6971,7330,6,2,2025-01-21 09:57:21.000000+00,ACTIVE,2025-01-11 09:57:21.000000+00,2025-01-13 06:57:21.000000+00
6972,7331,6,3,2023-08-09 13:10:43.000000+00,REOPENED,2023-07-30 13:10:43.000000+00,2023-08-01 03:10:43.000000+00
6973,7332,10,2,2024-12-04 12:38:38.000000+00,COMPLETED,2024-11-26 12:38:38.000000+00,2024-11-27 15:38:38.000000+00
6974,7333,9,3,2022-08-03 08:49:06.000000+00,COMPLETED,2022-07-22 08:49:06.000000+00,2022-07-23 15:49:06.000000+00
6975,7334,9,1,2025-12-15 17:41:23.000000+00,ACTIVE,2025-12-08 17:41:23.000000+00,2025-12-10 11:41:23.000000+00
6976,7335,9,2,2022-09-14 07:00:46.000000+00,COMPLETED,2022-09-01 07:00:46.000000+00,2022-09-01 11:00:46.000000+00
6977,7336,10,2,2024-07-08 14:38:58.000000+00,COMPLETED,2024-06-23 14:38:58.000000+00,2024-06-26 07:38:58.000000+00
6978,7337,7,3,2024-10-19 20:07:55.000000+00,ACTIVE,2024-10-05 20:07:55.000000+00,2024-10-06 18:07:55.000000+00
6979,7338,8,3,2025-12-30 15:28:00.000000+00,ACTIVE,2025-12-18 15:28:00.000000+00,2025-12-19 03:28:00.000000+00
6980,7339,9,2,2022-08-16 15:43:46.000000+00,ACTIVE,2022-08-10 15:43:46.000000+00,2022-08-12 23:43:46.000000+00
6981,7340,10,3,2024-09-27 21:36:22.000000+00,COMPLETED,2024-09-22 21:36:22.000000+00,2024-09-24 09:36:22.000000+00
6982,7341,9,2,2025-11-13 13:09:45.000000+00,COMPLETED,2025-11-03 13:09:45.000000+00,2025-11-04 08:09:45.000000+00
6983,7342,9,1,2022-04-05 10:18:29.000000+00,REOPENED,2022-03-22 10:18:29.000000+00,2022-03-23 19:18:29.000000+00
6984,7343,10,1,2022-10-13 17:05:12.000000+00,REOPENED,2022-10-01 17:05:12.000000+00,2022-10-02 08:05:12.000000+00
6985,7343,7,1,2022-10-15 17:05:12.000000+00,ACTIVE,2022-10-04 03:05:12.000000+00,2022-10-06 02:05:12.000000+00
6986,7344,6,3,2025-12-08 12:16:17.000000+00,ACTIVE,2025-11-27 12:16:17.000000+00,2025-11-27 21:16:17.000000+00
6987,7345,10,1,2025-05-31 08:20:00.000000+00,COMPLETED,2025-05-22 08:20:00.000000+00,2025-05-22 15:20:00.000000+00
6988,7346,10,2,2026-01-26 10:17:50.000000+00,COMPLETED,2026-01-12 10:17:50.000000+00,2026-01-13 05:17:50.000000+00
6989,7347,9,1,2025-07-31 14:36:27.000000+00,COMPLETED,2025-07-22 14:36:27.000000+00,2025-07-24 19:36:27.000000+00
6990,7349,9,2,2022-03-14 08:44:13.000000+00,ACTIVE,2022-03-10 08:44:13.000000+00,2022-03-11 11:44:13.000000+00
6991,7350,9,1,2024-10-14 13:53:57.000000+00,COMPLETED,2024-10-04 13:53:57.000000+00,2024-10-05 09:53:57.000000+00
6992,7351,9,2,2025-09-27 14:15:49.000000+00,COMPLETED,2025-09-22 14:15:49.000000+00,2025-09-24 16:15:49.000000+00
